,salary_label,comb_description
10,1.0,data billing analyst commercial industry vic full time mining resource energy client australian company providing expert guidance power use cost transforming way australian business buy electricity set find new better way bring customer reliable energy brings cost put power back business hand seeking enthusiastic data billing analyst join operation analysis team hq operation analysis team responsible various reporting data analysis function work closely sale team operation manager supervision would play pivotal role transforming data within system meaningful insight measurement responsibility role include developing actionable insight communicate commercial industrial client creating deep dive analytic dashboard identify revenue growth customer advocacy opportunity working data information extraction using various tool like sql excel kwatch creating updating maintaining new existing tool accordance defined schedule business parameter monitoring analysing promotional result suggest recommendation revenue generation monitoring sale team information request concerning potential existing client dedicated inbox leveraging information provided key internal stakeholder design build new report tool working team continuously improve process reporting output completion monthly ad hoc reporting analysis task perfect fit experience data analysis commercial industrial energy industry preferably otherwise across various field banking finance energy accounting etc experience sql query similar database query advanced microsoft excel skill formula pivot table statement vlookup etc strong stakeholder management communication skill ability prioritise workload work tight timeframes whilst juggling conflicting priority analytical approach strong problem solving capability excellent attention detail keen join growing business really make difference learn progress role looking individual energetic positive challenge status quo ideally love solving problem desire connect engage customer sound like perfect match interested please hit apply
11,3.0,data analyst act contract temp government defence client seeking data analyst join grant management office gmo grant management office provide reporting briefing minister build capability within policy branch develop business intelligence grant enthusiastic candidate looking expand experience could role team seeking someone analyse report grant data issue diverse audiencesvalidate data report consistency accuracy completenessinterpret data within business operational contextperform qualitative quantitative data analysisidentify trend insight support business performance tell story data set aptitude cater various audiencesyou must previous experience fast paced high energy environment flexible working style ability adapt changing priority anticipate need minister office must australian citizen apply
12,3.0,data analyst remediation nsw full time information communication technology client large national financial institution seeking data analyst experience remediation work within collaborative team contributing towards larger outcome customer retention satisfaction ideally experience working finance banking sector offered opportunity work best business renowned leading team thought leader industry role focused remediation arm large project ultimate goal maximising customer satisfaction retention critical priority client long term success provide unparalleled experience allow growth needed spring career onto great progression track working remediate cleanse data relating customer communication ensure outgoing communication accurate relevant duty collaborate team within project deliver wholesome measurable outcome work remediate correct cleanse visualise analyse structured unstructured data set skill sql experience sql server experience visualising data preferably tableau experience working sap banking finance experience desirable culture part large project major financial institution mentored market leader field passionate growth development work within collaborative team enjoy sharing idea learning new thing learn opportunity please email cv query chris gulotta com auchris technology
13,2.0,data acquisition officer nsw full time information communication technology opportunity part research reporting analytics data system rrads team within research portfolio main purpose data acquisition officer support data acquisition team capture verification cleansing research output internal external use including publication patent grant data research management system irma position instrumental sourcing new data support university internal external reporting obligation university value courage creativity openness engagement inclusion diversity respect integrity see importance recruiting talent aligned value looking data acquisition officer posse excellent analytical problem solving numeracy skill especially high data volume environment knowledge data manipulation technique ensure data consistency across wide range data set extracted various source demonstrated capability data manipulation package python sql alteryx demonstrated ability meet deadline work effectively within complex organisational structure u university sydney committed continued improvement research performance maintaining leading role within australia improving competitive position internationally order contribute economic social cultural well australia wider world realise vision university implementing strategy attract nurture brightest researcher support undertake research make original contribution knowledge understanding focusing research activity create area critical mass coordinate investment key strategic area aligning organisational structure support capability key discipline cross disciplinary area building capacity undertake many different kind research translation including intellectual property protection commercialization since inception year ago university sydney led improve world around u believe education effective leadership make life better value reflected approach diversity inclusion underpin long term strategy growth australia first university outstanding global reputation academic research excellence across campus employ academic non academic staff support 000 student undergoing significant transformative change brings opportunity innovation progressive thinking breaking convention challenging status quo improving world around u apply information position university please view candidate information pack available job listing university sydney career website application must submitted via university sydney career website visit sydney edu au recruitment search reference number 0819f apply please note visa sponsorship available position closing date 30pm sunday september university sydney committed diversity social inclusion application people culturally linguistically diverse background equity target group including woman people disability people identify lgbtiq people aboriginal torres strait islander descent encouraged university sydney university reserve right proceed appointment
14,1.0,data entry vic contract temp administration office support client looking data entry admin assistant help production manufacturing team sunshine working alongside production supply chain manager month assignment help enter production data transition new system position ideal early starter life locally shift running 11am monday friday duty include input production data new system net suite reconcile hour per job costing follow purchase order sale order data entry assist team required requirement ideally experience either manufacturing supply chain warehouse environment self starter initiative good attitude high level accuracy attention detail intermediate computer skill ability adapt pick new system position immediate start looking commence soon monday august therefore feel fit requirement available asap please send resume due anticipated high volume applicant please note shortlisted applicant meet requirement contacted
15,3.0,investment data specialist performance analytics nsw full time banking financial service client invested supporting talent fostering skill enhancing throughout career role reporting manager analytics reporting purpose role play key role data transformation analytics reporting regulatory requirement investment thiis role assist data collation data maintenance data transformation process investment regulatory reporting governance data analytics insight qualification experience required relevant undergraduate degree essentialit vital candidate relevant operational asset management experience whether product management fund operation fund accountingca cfa relevant post graduate qualification highly desiredexceptional analytical skill coupled excellent attention detail advanced excel skill keen get stuck comfortable getting business communicating various stakeholder genuinely feel take take investment data senior analyst role organisation experiencing significant change across industry please click appropriate link alternatively please contact gail cunningham 1086 gail cunningham randstad com au randstad passionate providing equal employment opportunity embracing diversity benefit actively encourage application background
16,2.0,data analyst project manager act contract temp government defence australian institute health welfare aihw independent corporate commonwealth entity established australian government provide reliable regular relevant information statistic health welfare australian aihw seeking data analyst project manager strong background welfare education health related data two vacancy available disability unit community service group community service group develops maintains analysis national data support reporting health welfare key population group including child youth older australian people disability use service within range health welfare sector including child protection youth justice aged care disability service group also recently established program work family domestic sexual violence using welfare payment data better understand experience outcome key population group disability unit develops maintains analysis national data support reporting health welfare people disability use specialist disability service mainstream service people disability australia position data analyst looking talented enthusiastic data analyst background welfare education health related data required demonstrate well developed understanding skill statistical epidemiological work ability manipulate interrogate database using range software sa software applicant strong verbal written communication skill ability effectively manage prioritise work required work collaboratively dynamic environment provide high quality independent evidence used government community policymakers service provider improve policy service outcome australian community duty statement immediate supervisor project manager supervisory responsibility staff general direction successful applicant required undertake range task including contribute toward planning organising managing project including designing researching analysing presenting information various format supporting relevant working group committee undertake complex research statistical analysis interpretation data preparation report publication paper submission undertake range research design project planning development task deliver required outcome output provide detailed advice option wide range professional technical administrative matter develop apply new work method within area responsibility work collaboratively aihw staff provide leadership direction performance management staff effective management allocated resource relevant level liaise negotiate area aihw government agency state local authority business community organisation represent institute meeting selection criterion important strong conceptual analytical research skill demonstrated ability analyse complex data create interpret tabular graphical output using sa software well developed communication skill including ability synthesise complex information present data advice clear accessible format various audience strong interpersonal skill ability liaise negotiate effectively internal external stakeholder project manager looking highly motivated talented project manager strong background welfare education health related data demonstrated capacity identify key priority develop project plan effectively manage complex project also demonstrate good research analytical skill well developed skill management use reporting statistical data applicant strong verbal written communication skill well developed capacity plan produce high quality accessible statistical publication required excellent interpersonal liaison skill including ability communicate effectively colleague external stakeholder duty statementimmediate supervisor unit head supervisory responsibility aps staff limited direction successful applicant required plan organise manage project including designing researching analysing presenting information various format supporting relevant working group committee lead complex research statistical analysis interpretation data preparation report publication paper submission lead range research design project planning development task deliver required outcome output provide detailed advice option wide range professional technical administrative matter develop apply new work method within area responsibility work collaboratively aihw staff provide leadership direction performance management staff effective management allocated resource relevant level liaise negotiate area aihw government agency state local authority business community organisation represent institute meeting selection criterion important demonstrated ability plan lead complex project strong interpersonal skill ability liaise negotiate effectively internal external stakeholder strong conceptual analytical research skill demonstrated ability analyse complex data create interpret tabular graphical output well developed communication skill including ability synthesise complex information present data advice clear accessible format various audience desirable position tertiary qualification relevant welfare health discipline previous experience role involving social policy data indicator development collation data analysis reporting would advantageous additional information position offered 18 month possibility extension filled contractual basis labour hire firm applicant must willing undergo police check applying information role apply please review position profile selection criterion available website http www aihw gov au u career applicant must register apply via aihw e recruit system aihw website application include concise cover letter detailing skill experience relate responsibility position need address individual selection criterion cover letter narrative dot point page current curriculum vitae including contact detail two referee one must current recent closing date 45pm 5 september contact officer mr david braddock david braddock aihw gov au 6244
17,4.0,data analyst modeller visualisation nsw contract temp information communication technology data modeller time nsw government data modeller required nsw government department sydney cbd three day per week initial month contract assist eofy reporting need prepare program kick data analysis underpin new year strategy key accountability create dashboard related data flow process required field original source dashboard tableau power bi involves drilling microsoft sql server db understanding various table fit together creating script extract informative data use script feed dashboard update existing suite powerbi report create new report powerbi e g audit progress kpis report data cleansing project curate various bespoke datasets ready key user bring clean prepped data team using tableau data prep tableau online team member self serve analysis create data viz library tableau market development team refresh existing tableau data visualisation better presentation mobile device selection criterion proven experience similar role advanced tableau skill experience extracting data cleaning preparing data use dashboard strong data visualisation skill excellent stakeholder engagement management skill experience sql query manipulation sql query creation strong power bi skill relevant experience apply recent cv word format
18,3.0,data analyst asset management vic full time real estate property exciting opportunity play key role developing strategic data management procedure multinational fm provider reporting gm great opportunity join leading firm major contract start asap responsibility identify source prepare data design create analysis way translates data layman term dashboard graph support commercial manager completing month end financial processing work maintenance manager support forward planning work highlight risk issue inferred data develop complete accurate business model including process data organisation establish strong relationship internal external stakeholder well developed skill power bi similar system preferred essential criterion year operational experience cmms cafm system mex maximo pronto strong proficiency tableau power bi excel vba tertiary qualification including limited engineering data science accounting finance skilled analysing interpreting translating big data provide meaningful insight inform decision apply please send cv stuart mckenzie clicking apply button reference number tw 8 datamelb austcorp provides equal employment opportunity eeo employee applicant employment accordance federal state law
19,2.0,data analyst project manager act contract temp government defence australian institute health welfare aihw independent corporate commonwealth entity established australian government provide reliable regular relevant information statistic health welfare australian aihw seeking talented enthusiastic data analyst project manager strong background welfare education health related data two vacancy available disability unit community service group community service group develops maintains analysis national data support reporting health welfare key population group including child youth older australian people disability use service within range health welfare sector including child protection youth justice aged care disability service group also recently established program work family domestic sexual violence using welfare payment data better understand experience outcome key population group disability unit develops maintains analysis national data support reporting health welfare people disability use specialist disability service mainstream service people disability australia position data analyst looking talented enthusiastic data analyst background welfare education health related data required demonstrate well developed understanding skill statistical epidemiological work ability manipulate interrogate database using range software including limited sa applicant strong verbal written communication skill ability effectively manage prioritise work required work collaboratively dynamic environment provide high quality independent evidence used government community policymakers service provider improve policy service outcome australian community duty statement immediate supervisor project manager supervisory responsibility staff general direction successful applicant required undertake range task including contribute toward planning organising managing project including designing researching analysing presenting information various format supporting relevant working group committee undertake complex research statistical analysis interpretation data preparation report publication paper submission undertake range research design project planning development task deliver required outcome output provide detailed advice option wide range professional technical administrative matter develop apply new work method within area responsibility work collaboratively aihw staff provide leadership direction performance management staff effective management allocated resource relevant level liaise negotiate area aihw government agency state local authority business community organisation represent institute meeting selection criterion important strong conceptual analytical research skill demonstrated ability analyse complex data create interpret tabular graphical output using sa software well developed communication skill including ability synthesise complex information present data advice clear accessible format various audience strong interpersonal skill ability liaise negotiate effectively internal external stakeholder project manager looking highly motivated talented project manager strong background welfare education health related data demonstrated capacity identify key priority develop project plan effectively manage complex project also demonstrate good research analytical skill well developed skill management use reporting statistical data applicant strong verbal written communication skill well developed capacity plan produce high quality accessible statistical publication required excellent interpersonal liaison skill including ability communicate effectively colleague external stakeholder duty statementimmediate supervisor unit head supervisory responsibility aps staff limited direction successful applicant required plan organise manage project including designing researching analysing presenting information various format supporting relevant working group committee lead complex research statistical analysis interpretation data preparation report publication paper submission lead range research design project planning development task deliver required outcome output provide detailed advice option wide range professional technical administrative matter develop apply new work method within area responsibility work collaboratively aihw staff provide leadership direction performance management staff effective management allocated resource relevant level liaise negotiate area aihw government agency state local authority business community organisation represent institute meeting selection criterion important demonstrated ability plan lead complex project strong interpersonal skill ability liaise negotiate effectively internal external stakeholder strong conceptual analytical research skill demonstrated ability analyse complex data create interpret tabular graphical output well developed communication skill including ability synthesise complex information present data advice clear accessible format various audience desirable position tertiary qualification relevant welfare health discipline previous experience role involving social policy data indicator development collation data analysis reporting would advantageous additional information position offered 18 month possibility extension filled contractual basis labour hire firm applicant must willing undergo police check applying information role apply please review position profile selection criterion available website http www aihw gov au u career applicant must register apply via aihw e recruit system aihw website application include concise cover letter detailing skill experience relate responsibility position need address individual selection criterion cover letter narrative dot point page current curriculum vitae including contact detail two referee one must current recent closing date 45pm 5 september contact officer mr david braddock david braddock aihw gov au 6244
20,3.0,data engineer azure nsw full time information communication technology due business transformation organisation changing towards data driven insight based strategy seeking data engineer azure reporting head data hungry passionate looking growth career advancement well working innovative cloud base solution financial advisory industry client detailsan innovative company provides specialist advisory business service australian business investor goal business develop support financial adviser investor providing world class technology service training integrated compliance monitoring help client building business focused outcome integrated solution enable see beyond individual business share expertise take wider view competitive ever changing market descriptionreporting directly head data manage aspect operational activity issue newly built data warehouse microsft azure management platformyou demonstrate expert level charge data modelling architecture integration automation manual data process external internal source infrastructure engineering skill help deliver outstanding technical service business ownership microsoft azure platformthe role responsible enrich data warehouse new information provide valuable insight businessto identify innovative way get unstructured data external source profilethe successful applicant first come previous background data management data warehousing using azure stack expert level sql proven experience data crawling processing unstructured data public source excellent analytical data analysis skill experience setting api data governance data exchange transfer external party exceptional communication skill job offerperformance based incentive able influentialflexible working arrangementsan open friendly passionate environmentkeep investing technology people infrastructureemployee benefit program apply online please click apply button confidential discussion role please contact selena 8292
21,1.0,junior data analyst nsw full time information communication technology junior data analyst needed growing pharmaceutical organisation northern beach new company cutting edge pharmaceutical organisation looking junior data analyst join northern beach office sydney permanent basis new role junior data analyst extracting data house database using sql presenting information user friendly way excel working closely internal stakeholder business including senior management opportunity grow within career join organisation exciting time data map need succeed strong sql excel experiencegood attitude willing learn new thingsstrong communication skillsexperience aws ssrs ssis would beneficial get return become part growing business offer genuine career progression opportunity develop within career access business decision maker play integral part data journey organisation need interested role click apply forward date copy cv email hannah scott job quite right looking new position please contact u confidential discussion career
22,3.0,data business analyst end client nsw full time information communication technology company fascinated strategy behind analysis digging data working alongside business leader complex multi source data explore generate test business assumption sound like client offering exciting opportunity skill bi analyst exceptional professional passionate strategy analysis presenting idea partner team member responsible driving business process model could role role newly created role data business analyst huge influence shaping data environment across business responsible accelerating improving decision making increasing operational efficiency gaining competitive advantage harness business technical skill advanced analytics allow business focus forecasting future event behaviour collaborate business user work bi developer manage etl process utilise established data warehousing practice data visualisation diverse role also see drive enterprise operation analytic initiative conduct sophisticated quantitative analysis sale operation marketing key performance metric draw insight support continuous improvement business skill experience experience working business analyst data projectoutstanding experience working large data volume experience data visualisation software powerbi familiarity data transformation etl relational database sql ability read write basic sql query degree computer science applied statistic business analytics work business making positive change world thrive fast paced work environment easily able handle number large project also managing smaller filler project time meeting strict deadline exceptional problem solving ability natural creative flair provide innovative solution you outstanding interpersonal skill motivate mentor team offer exceptional opportunity part growth focused company champion innovation excellence rare chance build current skill set play active role leading variety project fast paced high energy workplace talent make real contribution business growth camaraderie impressive team environment work life balance actively supported robert half ltd committed equal opportunity value diversity company discriminate basis category protected local law
